job_title,job_description,salary,location,position,company,date
Research Analyst,"Research Department 
                    Founded in 2005, Noah Holdings Limited (NYSE: NOAH) is China’s leading wealth and asset manager with a focus on global services for high net worth individuals and enterprises in China. In the first half of 2017, Noah distributed over RMB62.7 billion (US$9.7 billion) of wealth management products. As of September 1, 2017, Noah had assets under management of RMB132.6 billion (US$20.5 billion).
Noah distributes a wide array of wealth management products, including fixed income products, private equity fund products, mutua…
    ",Competitive,Hong Kong,"Permanent, Full time",Noah International (Hong Kong) Limited,Updated on: 14 Mar 18
Inbound Messaging Specialist - Retail Banking and Wealth Management,"Some careers have more impact than others. 
                    If you’re looking for a role where you can continue to make an impression, take the next step at HSBC where your contributions will always be valued.
Retail Banking and Wealth Management serves more than 50 million customers worldwide with a complete range of banking and wealth management services to enable them to manage their finances and protect and build their financial futures. It is a global business that brings together management responsibility for Retail Banking, Wealth Management, Insur…
    ",Competitive,Hong Kong,"Permanent, Full time",HSBC,Posted on: 08 Mar 18
Sr Marketing Consultant/Mgr-Thought Leadership/Insights-M&C-IFS,"PwC - Mainland China, Hong Kong and Macau PwC China, Hong Kong and Macau work together on a collaborative basis, subject to local applicable laws. Collectively, we have around 600 partners and 15,000 people in total. We provide organisations with the professional service they need, wherever they may be located. Our highly qualified, experienced professionals listen to different points of view to help organisations solve their business issues and identify and maximise the opportunities they seek. Our industry specialisation allows us to h…
                
    ",面议,Hong Kong,"Permanent, Full time",PricewaterhouseCoopers Ltd,Updated on: 26 Feb 18
C++ Developer - Exchange Connectivity,"Talented C++ Developers wanted at some leading Prop trading firms across Hong Kong, Singapore and Sydney. ***All clients will sponsor*** ***between 2 -15 years exp*** 
                    3+ years of C++ server-side development on Linux
Experience with direct exchange connectivity (either market data or execution)
Experience with Australia, China or Hong Kong exchanges a plus
Experience with low latency programming techniques or Linux kernel development
    ",Up to 1 million,Hong Kong,"Permanent, Full time",Radley James,Updated on: 19 Sep 17
"Vice President, Healthcare Coverage","Taikang Asset Management Co., Ltd. (hereafter simplified as “Taikang AMC” or “the Company”) was set up in February 2006 with its predecessor as the asset management centre of Taikang Life Insurance Co., Ltd. Its registered capital reached RMB 1 billion. 
                    TAIKANG ASSET MANAGEMENT (HONG KONG) COMPANY LIMITED
Taikang Asset Management (Hong Kong) Company Limited (hereafter simplified as “Taikang Asset (Hong Kong)” or “the Company”) was established in November 2007, a wholly-owned subsidiary of Taikang Asset Management Company, Limited.  Taikan…
    ",commensurate with experience,Hong Kong,"Permanent, Full time",Taikang Asset Management (HK) Co Ltd,Updated on: 18 Mar 18
"Product Development Manager, Unsecured Lending","Product Development Manager, Unsecured Lending 
                    We are a well established and listed local commercial bank in Hong Kong, a member of Yuexiu Group, which is a state-owned enterprise group with the largest assets and leading performance in overall economic efficiency in Guangzhou, having total assets nearly RMB 420 billion as at the end of 2016. We are committed to actively expanding our business development in both Hong Kong and Mainland. To cope with our rapid growth, we are now inviting high caliber candidates to join us and pursue for su…
    ",Negotiable,Hong Kong,"Permanent, Full time",Chong Hing Bank,Updated on: 17 Mar 18
"Research Analyst (Pharmaceutical, Financial, Auto)","Our client is the China-focused private fund manager offering RMB products in Mainland China, offshore hedge funds and managed accounts for institutions, managed or advised out of Hong Kong and/or Singapore. In order to cope with their expansion, they are now looking for a high caliber candidate to join them in Hong Kong. 
                    Responsibilities
Assist Portfolio Manager in assessing long/short opportunities for HK/China/global publicly listed companies within the assigned coverage space
Conduct fundamental research, examining long term growth dr…
    ",Competitive,Hong Kong,"Permanent, Full time",Achievers Recruitment Limited,Posted on: 16 Mar 18
Global Equity Research,"• Equity Research Analyst in Crypto, Tech, Healthcare, Education and Real Estate • Exciting career opportunity to be a part of a massive Chinese Conglomerate • Fantastic working environment and platform for entrepreneur thinkers only 
                    Our client is a Main-Board-listed securities house in Hong Kong, with the ambition to set up a full-fledged IBD with M&A capability, a comprehensive range of product offerings as well as Research. The vision is to utilise its platform and be incorporated into its FinTech/online Wealth Management counterparts …
    ",Commensurate with experience,Hong Kong,"Permanent, Full time",ZH GlobalExec Resources Ltd,Posted on: 16 Mar 18
"Research Production Head – Assistant Vice President, Research, DBS Vickers","Research Production Head – Assistant Vice President, Research, DBS Vickers 
                    DBS. Living, Breathing Asia. 
DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named ""Asia's B…
    ",Competitive,Hong Kong,"Permanent, Full time",DBS Bank (Hong Kong) Limited,Updated on: 18 Mar 18
Fund Accounting Analyst (Junior Accountant),"A superb opportunity for fresh graduates in accounting field 
                    Please note: Applications from third parties are not accepted unless by invitation. 
 
Company Introduction
 
CreditEase Wealth Management is the independent wealth management arm of the CreditEase Group focused on providing a comprehensive platform to preserve and grow the wealth of its more than 100,000 high net worth individuals and mass affluent clients in China. Through in-house product development, careful selection of offerings from other financial institutions and format…
    ",Competitive,Hong Kong,"Permanent, Full time",CreditEase,Updated on: 16 Mar 18
"Research Associate, Consumer - Hong Kong","Research Associate, Consumer - Hong Kong 
                    Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities. 
Find out more about Macquarie at www.macquarie.com/about . 
Candidates should have an understanding of general accounting principles and an interest in equity research, though experience as a financial analyst is not required. Similarly, candidates should have an affinity with technology and be willing to learn to use prop…
    ",Competitive,Hong Kong,"Permanent, Full time",Macquarie Group,Updated on: 18 Mar 18
Java developer – Tier one investment bank,"Java developer – Tier one investment bank 
                     
My client is a global tier one investment bank, looking to hire a Java developer to work on their front office trading platforms.
This is a full stack development role using AngularJS for front end development, and Java and big data technology for back end development.
This role is responsible for design, development, deployment and support of products and platforms that leverage JAVA based technologies and enable large scale event processing in engineering products.
Responsibilities: 
Design co…
    ",Excellent compensation packages,Hong Kong,"Permanent, Full time",BAH Partners,Posted on: 15 Mar 18
Senior Operation Officer (Branch Services Centre),"Senior Operation Officer (Branch Services Centre) 
                    Responsibilities: 
Check account opening document, handle and override transactions as authorized. Rectify errors, mistakes and systematic control issues found in the operation process 
Perform checkers role to validate and authorize different kinds of transactions including but not limited to account opening, customer and account information maintenance, payment transactions (autopay, CHATS, transfer, etc.), etc. 
Help developing process workflow, system requirements, and perform user acc…
    ",Competitive,Hong Kong,"Permanent, Full time",Bank Of China (Hong Kong) Limited,Updated on: 18 Mar 18
Contract Human Resources Consultant (Project),"Provide professional support to job analysis and job description preparation in accordance with the Bank’s standard and requirements which facilitate a sound job evaluation system, and ensure completion of the exercise within project timeframe with quality deliverables. 
                    Responsibilities 
• Conduct job analysis and gather essential information for job description preparation through interviews with HR Business Partners and / or line managers
• Prepare and update job descriptions in accordance with the Bank’s standard and requirements based…
    ",Salary provided,Hong Kong,"Contract, Full time",China CITIC Bank International Limited,Updated on: 14 Mar 18
"Assistant Vice President, Wealth Management Process","To maintain effective and efficient operations policies and processes in relation to wealth management products offered by Personal & Business Banking Group. Provide quality service to internal customers, with focus on improving operational quality, control and customer service. 
                    Key Responsibilities
Maintain sound operations policies, procedures and systems in alignment with the business objectives of wealth management in Personal and Business Banking Group.
Design and implement adequate controls to ensure compliance with new or revised r…
    ",Competitive,Hong Kong,"Permanent, Full time",China CITIC Bank International Limited,Updated on: 13 Mar 18
Credit Risk Manager (Ref: OE8014-00-Efin),"Analyse and review credit applications and proposals, evaluate risk level and prepare assessment reports. Formulate credit risk policy to optimise the risk exposure of the bank. Facilitate in credit product development to strengthen the competitiveness of the bank in commercial lending, trade finance and other credit products. 
                    Nanyang Commercial Bank
Brighten Your Prospect
In Trust and Respect
Accumulating over 65 years experience on our solid foundation in Hong Kong and Greater China, we succeed and create our brilliant story throughout …
    ",Competitive,Hong Kong,"Permanent, Full time",Nanyang Commercial Bank,Updated on: 08 Mar 18
Branch Manager (Ref: NB8030-00-Efin),"Accountable for the daily operation of the branch, development and implementation of branch business strategies and sales programmes to achieve sales volume and profits consistent with the objectives of the bank. 
                    Nanyang Commercial Bank
Brighten Your Prospect
In Trust and Respect
Accumulating over 65 years experience on our solid foundation in Hong Kong and Greater China, we succeed and create our brilliant story throughout the region. As the first foreign bank branch in Mainland, we grasp the opportunity to grow along with the economic r…
    ",Competitive,Hong Kong,"Permanent, Full time",Nanyang Commercial Bank,Updated on: 08 Mar 18
Marketing Associate (on rotational basis),"You will be on rotational assignments before placing to a permanent assignment. You will have the opportunity to work closely with experienced private bankers on new or existing accounts. This position offers a worthwhile challenge, as you will be thoroughly grounded on the fine traditions of private banking and will be able to fully develop your potential as to succeed in this specialised segment of the banking field. 
                    Responsibilities
Provide support on maintaining systems and controls to ensure the Bank comply with rules and regulations…
    ",Competitive salary package,Hong Kong,"Permanent, Full time",Bank of Singapore,Updated on: 08 Mar 18
"Director/Associate Director, Compensation & Benefits","In close liaison with Group Compensation & Benefits (C&B) team based in Singapore. The jobholder is to assist the Head of HR, Greater China & North Asia to facilitate the rollout of group C&B initiatives as well as to provide C&B support for Greater China team. 
                    Responsibilities:
Propose, review and implement C&B programs for Greater China region (i.e. Hong Kong, China and Taiwan) in alignment with the group C&B strategy;
Work closely with HR Business Partners (BPs) and Group C&B team on market competiveness analysis and provide expert adv…
    ",Competitive salary package,Hong Kong,"Permanent, Full time",Bank of Singapore,Updated on: 07 Mar 18
"AVP/Associate, Business Operations (Fixed Income)","As a leading investment bank in China and Hong Kong region, the investment banking arm of Bank of China, BOC International Holdings Limited (“BOCI”), is now seeking highly motivated, creative and success-oriented professional who would like to pursue the career for supporting our capital market business. 
                    This incumbent is reporting to the team head of Fixed Income and OTC Derivatives team.
Responsibilities:
Support & monitor daily processing & support in related to FI Vanilla & Exotic Bond/Note activities;
Perform note issue insurance;
Ha…
    ",Negotiable,Hong Kong,"Permanent, Full time",BOC International,Posted on: 26 Feb 18
"Analyst / Associate, Retail - Customer Services","Established in 2006, Huatai Financial Holdings (Hong Kong) Limited (“HTHK”) is a wholly-owned subsidiary of Huatai Securities Co. Limited (“Huatai Securities”). Huatai Securities is one of the first groups of securities firms established in China approved by China Securities Regulatory Commission and the People’s Bank of China. Since 2010, Huatai Securities has over 6 million brokerage clients and almost CNY one trillion of custody assets. We are currently looking for a high calibre professional to join our team as a Analyst/Associate in…
                
    ",Competitive,Hong Kong,"Permanent, Full time",Huatai Financial Holdings (Hong Kong) Limited,Updated on: 24 Jan 18
Associate-Sales Operations,"Associate-Sales Operations 
                    An individual contributor responsible for internal and customer facing support related to revenue recognition, regulations, projects and other onboarding items which are core knowledge areas for future career growth. Focuses on onboarding and other activities after handover to the Ratings team. Under the supervision of the VP Commercial Operations, works with internal functions to perform customer due diligence, identify and resolve issues causing unbilled and aged Accounts Receivable, produces reports to improv…
    ",Competitive,Hong Kong,"Permanent, Full time",Moody's,Updated on: 18 Mar 18
"Senior Credit Controller, 5 months contract","See job description 
                    The Credit Documentation Control team is a dedicated Operating Line within our prestigious client’s Corporate and Investment Banking Financing Solution. Its function is to monitor, control and report on the risks taken by CIB on Corporates, independent from the business lines, applied on the entire Front to Back Credit Chain – from Front Office support to ITO Servicing.
Our team performs credit control independent from the business lines for the corporates portfolio in line with the global core missions and direction o…
    ",Competitive,Hong Kong,"Contract, Full time",Resource Solutions,Updated on: 12 Mar 18
Assistant Manager - Financial Reporting and Controls,"BNP Paribas offers you an exciting career opportunity in an international, challenging business environment characterized by high pace and diversity with focus on creating valuable relations with our customers. We offer a competitive salary & benefits package and also an excellent work environment where you’re valued as part of our team! 
                    About BNP Paribas in Asia Pacific ( www.apac.bnpparibas ) 
In Asia Pacific, BNP Paribas is one of the best-positioned international financial institutions with an uninterrupted presence since 1860. Curren…
    ",Competitive,Hong Kong,"Permanent, Full time",BNP Paribas (Asia),Updated on: 18 Mar 18
Cyber Security Architect - Investment Bank,"Our client, a top investment bank is looking for a seasoned Cyber Security Architect to build their next generation security infrastructure platform. Large scale regional project with great exposure and opportunity. 
                    Responsibilities:
Manage the Cyber Security application and infrastructure architecture design and quality assurance.
Prepare and manage IT Security Project documentations including Business / Functional Requirements, Testing Plans and Case etc. Translate security objectives and requirements into technical specifications. 
Man…
    ",Excellent Remuneration,Hong Kong,"Permanent, Full time",Pinpoint Asia Limited,Posted on: 17 Mar 18
"C# WPF Developer, Equity Derivatives Trading Technology, Associate","C# WPF Developer for Equity Derivatives Trading Technology 
                    As a member of our Software Engineering Group you will dive head-first into creating innovative solutions that advance businesses and careers. You’ll join an inspiring and curious team of technologists dedicated to improving the design, analytics, development, coding, testing and application programming that goes into creating high quality software and new products. You’ll be tasked with keeping the team and other key stakeholders up to speed on the progress of what’s being develo…
    ",Competitive,Hong Kong,"Permanent, Full time",J.P. Morgan,Updated on: 16 Mar 18
"Java Software Engineer, Equity Derivatives Trading Technology, Associate / VP","Java Developer for Equity Derivatives Technology 
                    As a member of our Software Engineering Group you will dive head-first into creating innovative solutions that advance businesses and careers. You’ll join an inspiring and curious team of technologists dedicated to improving the design, analytics, development, coding, testing and application programming that goes into creating high quality software and new products. You’ll be tasked with keeping the team and other key stakeholders up to speed on the progress of what’s being developed. Comin…
    ",Competitive,Hong Kong,"Permanent, Full time",J.P. Morgan,Updated on: 16 Mar 18
"Asset Management, e-Commerce Systems Software Engineer, Associate","As an experienced Software Engineer, your mission is to help lead our team of innovators and technologists toward creating next-level solutions that improve the way our business is run. 
                    As an experienced Software Engineer, your mission is to help lead our team of innovators and technologists toward creating next-level solutions that improve the way our business is run. Your deep knowledge of design, analytics, development, coding, testing and application programming will help your team raise their game, meeting your standards, as well as …
    ",Negotiable,Hong Kong,"Permanent, Full time",J.P. Morgan,Updated on: 16 Mar 18
"APAC Head of Regulatory Reporting, Vice President","State Street OUR COMPANY State Street Corporation (NYSE: STT) which is one of the world's leading providers of financial services to institutional investors including investment servicing, investment management and investment research and trading. With $27.5 trillion in assets under custody and administration and $2.25 trillion 
                    State Street 
OUR COMPANY
State Street Corporation (NYSE: STT) which is one of the world's leading providers of financial services to institutional investors including investment servicing, investment management an…
    ",Competitive,Hong Kong,"Permanent, Full time",State Street,Updated on: 16 Mar 18
Head of digital channels Asia Pacific growth markets - Retail Banking and Wealth Management,"Some careers shine brighter than others. 
                    If you’re looking for a role that will help you stand out at HSBC, take a look at how you can fulfil your potential.
Retail Banking and Wealth Management serves more than 50 million customers worldwide with a complete range of banking and wealth management services to enable them to manage their finances and protect and build their financial futures. It is a global business that brings together management responsibility for Retail Banking, Wealth Management, Insurance and Asset Management with a fo…
    ",Competitive,Hong Kong,"Permanent, Full time",HSBC,Posted on: 15 Mar 18
Business Architect - Commercial Banking,"Some careers shine brighter than others 
                    If you’re looking for a role that will help you stand out at HSBC, take a look at how you can fulfil your potential.  
HSBC Commercial Banking serves millions of businesses ranging from small, to large corporates, providing commercial customers with a full range of banking services including Global Trade and Receivables Finance, RMB solutions, multi-currency business accounts, payments and cash management, and wealth management and insurance, as well as a comprehensive range of financing solutions. …
    ",Competitive,Hong Kong,"Permanent, Full time",HSBC,Posted on: 14 Mar 18
Senior Digital Portfolio Manager - Retail Banking and Wealth Management,"Some careers prize diversity more than others. 
                    If you’re looking for a role where you will continue to be respected as an individual and valued for the contributions you make, remember how diversity drives success right here at HSBC.
Retail Banking and Wealth Management serves more than 50 million customers worldwide with a complete range of banking and wealth management services to enable them to manage their finances and protect and build their financial futures. It is a global business that brings together management responsibility for…
    ",Competitive,Hong Kong,"Permanent, Full time",HSBC,Posted on: 08 Mar 18
Digital Product Manager - Retail Banking and Wealth Management,"Some careers open more doors than others. 
                    If you’re looking to unlock new job opportunities, take a look at the possibilities right on your doorstep here at HSBC.
Retail Banking and Wealth Management serves more than 50 million customers worldwide with a complete range of banking and wealth management services to enable them to manage their finances and protect and build their financial futures. It is a global business that brings together management responsibility for Retail Banking, Wealth Management, Insurance and Asset Management with…
    ",Competitive,Hong Kong,"Permanent, Full time",HSBC,Posted on: 07 Mar 18
Senior Innovation Manager - Retail Banking and Wealth Management,"Some careers have more impact than others. 
                    If you’re looking for a role where you can continue to make an impression, take the next step at HSBC where your contributions will always be valued.
Retail Banking and Wealth Management serves more than 50 million customers worldwide with a complete range of banking and wealth management services to enable them to manage their finances and protect and build their financial futures. It is a global business that brings together management responsibility for Retail Banking, Wealth Management, Insur…
    ",Competitive,Hong Kong,"Permanent, Full time",HSBC,Posted on: 07 Mar 18
Business Architect - Commercial Banking,"Some careers grow faster than others. 
                    If you’re looking for further opportunities to develop your career, take the next step in fulfiling your potential right here at HSBC.
HSBC Commercial Banking serves millions of businesses ranging from small, to large corporates, providing commercial customers with a full range of banking services including Global Trade and Receivables Finance, RMB solutions, multi-currency business accounts, payments and cash management, and wealth management and insurance, as well as a comprehensive range of financi…
    ",Competitive,Hong Kong,"Permanent, Full time",HSBC,Posted on: 07 Mar 18
LEGAL COUNSEL (INSURANCE): 8-10 PQE,"This leading Bank is looking for an additional lawyer for its sizeable legal team. 
                    Responsibilities:
advise business units on insurance and MPF related matters relating to the Bank's business
draft insurance product documentation
manage and protect the Bank on legal risk matters
provide practical and commercial solutions 
 
In order to qualify, you should have:
Hong Kong qualification and at least 8-10 years PQE ideally gained in the banking insurance area
Insurance product experience/knowledge
Commercial acumen and excellent communicatio…
    ",Competitive,Hong Kong,"Permanent, Full time",Star Anise Limited,Updated on: 18 Mar 18
Equity Dealer - Financial Services,"As a global professional recruitment consultancy, Morgan McKinley connects specialist talent with leading employers across multiple industries and disciplines. We have established ourselves as a preferred supplier to many of the major players in our specialist sectors, as well as with thousands of smaller local employers. In Hong Kong, we recruit within the following sectors: Accounting & Finance, Banking and Financial Services, Human Resources, IT, Risk, Compliance, Legal & Audit, Office Support and Sales & Marketing. 
                    A well-known Chines…
    ",Up to AUD0.00 per annum,Hong Kong,"Permanent, Full time",Morgan McKinley Hong Kong,Updated on: 16 Mar 18
"SENIOR LEGAL COUNSEL, M&A AND PE (PRIVATE EQUITY FIRM)","This growing Private Equity (""PE"") company is looking for an experienced M&A and PE lawyer. 
                    Responsibilities
Provide legal support to the management on PE investments and M&A transactions
Review and draft all related documentations to provide to regulatory authorities 
Work closely with the PE company's group colleagues
 
To qualify, you should ideally be Hong Kong qualified with a strong track record of handling M&A and PE transactions independently.  Ideally, you will have experience of working in a PE fund.
 
Fluency in English and Man…
    ",Competitive,Hong Kong,"Permanent, Full time",Star Anise Limited,Updated on: 14 Mar 18
Equity Strategist or Multi-Asset Allocation Strategist,"Leading International Asset Manager is hiring an experienced multi-asset allocation strategist to cover across assets and conduct market analysis and build mid/long term investment strategies. 
                    Responsibilities:
Conduct market analysis and research on Equities or FIC using top down Macro approach
Assist the team to build its medium- to long-term multi-asset investment views
Develop and maintain market data packages, monitor their performance.
Make active contribution to team’s regular presentation and reports.
Evaluate the effects of the w…
    ",competitive,Hong Kong,"Permanent, Full time",Non-disclosed,Updated on: 14 Mar 18
FX Trader,"An international Bank with offices around the world is looking to add an FX trader to their team, with an established platform and a variety of products. 
                    Around 5-7 years of experience at a financial institution in Capital Markets (emphasis on wholesale banking).
Strong market making experience
Strong understanding of Capital & FX markets (risk management parameters)
Good client coverage experience
Fluent/Native level of English, Chinese (Mandarin or Cantonese) communication skills
Interested candidates, please kindly send your detailed r…
    ",Competitive,Hong Kong,"Permanent, Full time",JAC International,Updated on: 16 Mar 18
Dealer,"Dealer of Equities Department in Hong Kong 
                    Job Description:
 
The duties and responsibilities include, but not limit to:
Execute trading orders accurately and timely for institutional investor clients
Provides continuous and accurate market data to sales traders in order to facilitate trading activities
 
Knowledge
Good market sense and in-depth knowledge in Hong Kong capital market
Knowledgeable in securities clearance
Understanding the client’s investment behavior and orientation
Knowledge of Bloomberg will be an asset
 
Skills and Abil…
    ",negotiable,Hong Kong,"Permanent, Full time",China International Capital Corporation (HK) Ltd,Updated on: 12 Mar 18
Brokerage Admin Assistant (Ref: BAA-201802),"Founded in 1988, the KGI Group is a multi-faceted, pan-Asian financial services group that thrives on providing the highest standards of service to its clients. The KGI Group prides itself on utilizing unsurpassable integrity and professionalism, prudence in its judgments and reliance on the security of a well-resourced institution to provide this service to its clients. Your No.1 Choice for Global Investment and Financial Services. 
                    Responsibilities
Handle sales' inquiries
Execute order & quote price upon sales' requests
Assist in other b…
    ",Negotiable,Hong Kong,"Permanent, Full time",KGI Hong Kong Limited,Updated on: 08 Mar 18
Administrative Assistant,"To cope with our rapid expansion, we are looking for a high caliber person to join our team in the following position: 
                    Key Responsibilities
Perform receptionist’s duties includes handling phone calls, greeting and serving guests, handling incoming/outgoing mail, couriers, faxes and deliveries.
Ensure tidiness of the reception area, conference rooms, common room, and pantry areas.
Manage conference room reservation and keep booking record updated.
Responsible for daily office administrative and maintenance work.
Coordinate travel booking a…
    ",Competitive,Hong Kong,"Permanent, Full time",China Re Asset Management (Hong Kong) Company Limited,Posted on: 13 Feb 18
Greenfield C++ Algo Developer - Tier One Investment Bank - Hong Kong,"This team runs autonomously and has high visibility globally. Someone who knows the inner workings of a computer and has an expert level understanding of C++ development. 
                    Responsibilities:
Working on greenfield system development of the multi-threaded, high throughput and low latency algo trading platform
Manage functional design and technical design across the new applications development. 
Design and plan system build, architecture, development and implementation. 
Work as a team of C++ Software Developers to deliver high quality softwa…
    ",Excellent Remuneration,Hong Kong,"Permanent, Full time",Pinpoint Asia Limited,Posted on: 18 Mar 18
Investment Risk Manager – AVP Level – Leading Global Asset Management Company,"My client a leading global asset management company is looking to recruit an experienced Investment Risk professional to join its team in Hong Kong. 
                    The Investment Risk Manager will be responsible for implementing risk management policies and procedures to ensure the portfolio and business are in compliance with regulatory requirements and aligned with the risk appetite defined by management. The jobholder will provide proper and timely responses to internal requests for risk analysis information, monitor investment risk exposures, market…
    ",Excellent for the right candidate,Hong Kong,"Permanent, Full time",Cornerstone Global Partners,Updated on: 17 Mar 18
Technology - HTML5 Developer (Associate) - Hong Kong,"See job description for details 
                    About the role 
We are looking for an Angular / HTML5 developer on the Equity Derivatives Trader Desktop team. Trader Desktop is a pre-trade workflow and pricing system used by the global Equity Derivatives flow businesses to price products (options, swaps), manage market data (volatility, dividends, yield curves) and perform data analysis (time series, scenario reports). 2017 has seen a significant investment in Trader Desktop, such as the re-engineering of a number of components. We now have a great deal …
    ",Competitive,Hong Kong,"Permanent, Full time",Morgan  Stanley,Updated on: 17 Mar 18
"AVP/VP, Relationship Management (Private Banking)","Acquire and grow high net worth individual customer base through effective relationship management, with special focus on the customers' personal financial analysis, protection and investment needs. 
                    Key Responsibilities
Achieve the bank’s objective on private banking business target & plans.
Proactively build and maintain business relationship with individuals who satisfy the bank’s standards of suitability and who meet the bank’s ‘Wealth Criteria’.
Engage in networking activities with CITIC Group and other business introducers in both Ho…
    ",Competitive,Hong Kong,"Permanent, Full time",China CITIC Bank International Limited,Updated on: 16 Mar 18
"Operations Risk & Regulatory Control (ORRC), Disclosure of Interest, Associate","See job description for details 
                    The Operations Risk & Regulatory Control (ORRC) Division is a global team responsible for Control (Balance Sheet Control, Credit & Market Risk, and Policies & Procedures), Regulatory Reporting (Disclosure of Interest, Client Money, and Transaction Reporting), Risk (Client Confidentiality, Operational Risk, and BCP) and CTB Projects. The Division has over 300 team members across the Firm, with the majority residing in Baltimore, Glasgow and Mumbai as well as with Vendors in Chennai. We currently have an oppo…
    ",Competitive,Hong Kong,"Permanent, Full time",Morgan  Stanley,Updated on: 17 Mar 18
"Technology - Vice President, Java Developer - Funding & Counterparty Risk Tech","See job description for details 
                    Company Overview  
Morgan Stanley is a leading global financial services firm providing a wide range of investment banking, securities, investment management and wealth management services. The Firm's employees serve clients worldwide including corporations, governments and individuals from more than 1,200 offices in 43 countries. 
As a market leader, the talent and passion of our people is critical to our success. Together, we share a common set of values rooted in integrity, excellence and strong team eth…
    ",Competitive,Hong Kong,"Permanent, Full time",Morgan  Stanley,Updated on: 17 Mar 18
Senior Consultant / Manager - Deloitte Actuarial & Insurance Solutions - Consulting - Hong Kong,"Senior Consultant / Manager - Deloitte Actuarial & Insurance Solutions - Consulting - Hong Kong 
                    Deloitte Actuarial is an Asia Pacific arm of Deloitte’s global Actuarial & Insurance Solutions Practice.
We currently have over 60 professional actuarial staff based in Beijing, Hong Kong, Shanghai, Singapore and Taipei, servicing clients from across Asia. Our core clients include general insurers and life insurance companies, although we have also served many banks, government and industry bodies, as well as corporations requiring pensions and…
    ",Competitive,Hong Kong,"Permanent, Full time",Deloitte Touche Tohmatsu,Posted on: 13 Mar 18
Financial Management Manager - Financial Analyst (Ref: GC8011-FA-Efin),"Assist in the formulation of capital management system for assessing the capital adequacy of the bank in relation to its overall risk profile. Review and establish the policies and procedures in respect of liquidity risk and interest rate risk. 
                    Nanyang Commercial Bank
Brighten Your Prospect
In Trust and Respect
Accumulating over 65 years experience on our solid foundation in Hong Kong and Greater China, we succeed and create our brilliant story throughout the region. As the first foreign bank branch in Mainland, we grasp the opportunity t…
    ",Competitive,Hong Kong,"Permanent, Full time",Nanyang Commercial Bank,Updated on: 08 Mar 18
Senior Risk Management Manager - Credit Risk Modelling (Ref: OG8002-CRM-Efin),"Responsible for the development, implementation and enhancement of credit risk rating models and systems. 
                    Nanyang Commercial Bank
Brighten Your Prospect
In Trust and Respect
Accumulating over 65 years experience on our solid foundation in Hong Kong and Greater China, we succeed and create our brilliant story throughout the region. As the first foreign bank branch in Mainland, we grasp the opportunity to grow along with the economic reforms. With our well-versed China business intelligence, we continue to expand our network proactively but…
    ",Competitive,Hong Kong,"Permanent, Full time",Nanyang Commercial Bank,Updated on: 08 Mar 18
Senior Investment Services Manager (Ref: UG8002-00-Efin),"Lead and plan the operation of the VIP team and to deliver superior and efficient hotline services such as Investment, general enquiry and outbound sales call to VIP customers. 
                    Nanyang Commercial Bank
Brighten Your Prospect
In Trust and Respect
Accumulating over 65 years experience on our solid foundation in Hong Kong and Greater China, we succeed and create our brilliant story throughout the region. As the first foreign bank branch in Mainland, we grasp the opportunity to grow along with the economic reforms. With our well-versed China b…
    ",Competitive,Hong Kong,"Permanent, Full time",Nanyang Commercial Bank,Updated on: 08 Mar 18
Digital Test Analyst - Retail Banking and Wealth Management,"Some careers shine brighter than others. 
                    If you’re looking for a role that will help you stand out at HSBC, take a look at how you can fulfil your potential.
Retail Banking and Wealth Management serves more than 50 million customers worldwide with a complete range of banking and wealth management services to enable them to manage their finances and protect and build their financial futures. It is a global business that brings together management responsibility for Retail Banking, Wealth Management, Insurance and Asset Management with a fo…
    ",Competitive,Hong Kong,"Permanent, Full time",HSBC,Posted on: 08 Mar 18
Service Designer - Retail Banking and Wealth Management,"Some careers open more doors than others. 
                    If you’re looking to unlock new job opportunities, take a look at the possibilities right on your doorstep here at HSBC.
Retail Banking and Wealth Management serves more than 50 million customers worldwide with a complete range of banking and wealth management services to enable them to manage their finances and protect and build their financial futures. It is a global business that brings together management responsibility for Retail Banking, Wealth Management, Insurance and Asset Management with…
    ",Competitive,Hong Kong,"Permanent, Full time",HSBC,Posted on: 07 Mar 18
Digital Test Analyst - Retail Banking and Wealth Management,"Some careers open more doors than others. 
                    If you’re looking to unlock new job opportunities, take a look at the possibilities right on your doorstep here at HSBC.
Retail Banking and Wealth Management serves more than 50 million customers worldwide with a complete range of banking and wealth management services to enable them to manage their finances and protect and build their financial futures. It is a global business that brings together management responsibility for Retail Banking, Wealth Management, Insurance and Asset Management with…
    ",Competitive,Hong Kong,"Permanent, Full time",HSBC,Posted on: 07 Mar 18
